loan_amnt,term,installment,emp_length,dti,open_acc,revol_util,total_acc,mort_acc,log_annual_inc,fico_score,log_revol_bal,charged_off
5000,36,171.65,4,1.25,2,84.8,8,0,5.07918486515322,707,3.83135778544206,1
10000,60,260.73,5,20.17,5,67.8,6,0,4.71601169537145,682,3.45484486000851,1
8000,36,272.11,2,10.17,12,48.8,48,2,4.97772817678564,662,3.90590376621661,0
11375,36,397.62,10,20.55,12,38.7,30,3,4.80618675978215,702,4.02193316647743,0
19900,36,704.45,10,2.17,4,89,12,4,5.01703751518718,687,3.91328390176041,0
24400,60,646.32,5,1.09,5,24.6,20,1,5.0000043429231,667,3.41995574848975,1
25000,36,785.61,3,6,4,24.4,7,1,4.97772817678564,707,3.98927179164169,1
5000,36,168.45,3,17.15,21,58.3,43,0,4.91645921269355,692,4.10212485573452,0
28500,36,1028.35,4,16.26,9,42.5,19,0,4.87506705394618,687,3.73583833431707,0
14000,36,509.94,NaN,8.84,11,54.9,14,0,5.17609415434257,662,4.1162091258034,0
10000,36,354,3,6.78,11,47.6,16,0,5.13988223345129,662,4.00026049854739,1
11875,60,355.97,8,29.36,7,44.7,11,0,4.54408045258678,687,3.82949674972018,1
35000,60,912.55,10,18.18,13,69.7,26,2,5.07918486515322,672,4.12687786883526,0
23475,60,682.16,5,19.85,17,31.5,23,2,4.96379254791209,667,4.35447340058581,0
4500,36,151.61,8,0.29,4,33.8,18,9,5.01258838280255,667,3.23704079137919,0
9625,36,350.58,2,9.3,12,73.7,22,0,5.0000043429231,662,3.6159500516564,1
6000,36,210.92,10,12.36,6,55,6,0,4.33927251885594,672,3.78589902838438,0
35000,60,946.68,10,9.37,18,44,30,3,5.20412269698795,682,4.86205381980182,0
27500,60,799.13,2,23.58,15,0,37,0,5.0000043429231,692,0,0
5000,36,170.07,9,5.25,6,27.4,13,3,4.80956644783085,662,4.47224435267347,0
15000,36,524.33,5,3.24,5,51.1,7,0,4.77815848856469,677,3.67696781429475,1
27000,60,806.64,3,11.47,9,35,26,0,4.87506705394618,667,3.6741259827427,0
10000,60,224.43,10,16.55,11,22.2,46,11,4.57979502526858,737,3.97995789334066,0
3750,36,147.11,9,9.92,6,36.1,21,2,5.07918486515322,702,3.43838410703471,0
5250,36,176.87,10,0.7,4,0.2,12,3,4.49137570310773,702,1.27875360095282,0
14400,36,499.12,10,14.07,9,39.7,32,2,4.78533695453408,722,4.12541619798275,0
15000,36,514.93,0,5.92,13,39.2,22,0,4.78533695453408,692,3.99594216299255,0
15000,36,535.84,10,3.3,5,52.3,30,0,4.77815848856469,662,3.64256343710438,1
8000,36,277.29,10,9.95,7,77.2,23,3,4.91381914862559,692,4.04914046315896,0
10000,60,249.28,10,3.6,6,11.5,20,0,4.54408045258678,672,3.41313205043487,1
30000,60,899.29,9,16.78,23,39.8,43,2,5.20139985572369,667,4.65198510541211,1
30000,36,1029.86,3,14.35,7,3.9,22,0,4.93450350115004,807,3.07408468902824,0
13750,36,543.07,8,17.19,8,39.6,22,0,4.63347855533382,687,4.01258416391415,0
3000,36,109.28,6,25.26,34,88.4,78,0,4.92942403503108,662,4.75863942713253,1
11950,60,356.38,1,29.71,7,51.4,21,0,4.57288321419716,702,4.09127996422883,0
4000,36,144.33,2,20.69,10,49.3,23,0,4.52635220262851,677,3.87488751084611,0
16950,60,505.49,7,0.6,10,0.5,11,0,4.69897869013879,752,2.28330122870354,0
4000,36,140.61,2,7.83,6,17.7,14,0,4.69897869013879,692,3.56264967221191,0
20000,60,540.96,4,2.78,5,46.7,5,1,4.84510424417682,707,3.6741259827427,0
12000,60,308.26,3,28.15,15,73,30,2,5.07918486515322,712,5.03943394952165,0
8000,36,272.11,10,18.49,9,79.7,20,5,5.19312738228452,717,4.90529925997995,0
24075,36,868.68,8,6.32,12,43.8,36,8,5.1461311377706,662,3.76499759928488,1
12000,36,400.82,6,9.57,11,56.1,18,2,4.92942403503108,707,4.22026503358723,0
12000,36,411.95,7,25.09,15,76.6,29,1,4.95424733490676,697,4.34662676753156,0
1000,36,35.4,4,28,8,64.4,18,0,4.59107574263968,682,3.99899997221832,0
8475,36,308.7,8,7.86,4,65,16,2,5.17609415434257,667,3.40157284567644,1
21600,60,546.86,6,16.53,20,39,40,8,5.09691348735001,727,4.25391926057491,1
25200,36,909.28,6,19.68,5,23.3,10,0,4.84510424417682,662,3.63538320404749,0
12600,60,314.1,2,20.44,14,26.1,16,0,4.47713573096112,707,3.95731989685534,0
15100,36,555.34,0,14.96,5,10.1,19,4,4.85126446549968,742,3.40174508223706,0
28000,36,879.88,5,10.94,5,57.7,28,6,5.17609415434257,752,4.32903157501083,0
8000,36,265.68,6,18.56,22,71.3,35,5,5.29225828713899,697,4.68762704540063,0
14975,36,564.11,2,24.31,6,73.8,7,0,4.62394154149401,682,3.52153034127871,0
15000,36,505.34,9,0.71,16,9.6,35,4,5.07918486515322,712,3.38578495884333,0
7000,36,250.06,0,13.35,8,16.3,8,0,4.60207084855429,732,3.53135116458305,0
2775,36,109.61,3,18.96,9,56.9,16,0,4.81292003804502,662,3.83467497446274,0
4200,36,150.04,4,3.48,7,31.9,13,1,4.68125028508304,672,3.58681226944337,0
2750,36,103.6,6,22.65,6,46,13,2,4.40800239555065,677,3.14144977340046,0
30000,36,1092.72,0,15.66,13,9.8,14,0,5.07918486515322,762,3.57263929704281,0
18725,60,544.13,10,19.75,12,71.2,24,3,5.00860442953008,672,4.08022952488486,1
15000,36,510.2,10,10.51,19,28.4,55,13,5.07918486515322,692,3.89081209895512,0
18000,36,612.23,5,12.31,12,65.9,41,2,4.92942403503108,667,4.57730793256864,1
15000,36,494.22,5,19.33,13,27.7,32,2,4.87506705394618,717,3.77691900284204,0
30000,36,1029.86,10,12.39,14,62.1,23,0,5.39794174584649,722,4.70724646351724,0
7625,36,275.13,10,13.82,7,89,18,2,4.97772817678564,662,3.36455099535397,0
20950,60,566.66,10,1.39,4,84.6,17,4,5.1461311377706,662,3.59955559098598,0
1000,36,35.4,10,9.02,10,34.9,26,3,4.92942403503108,697,3.44669246637152,0
23925,60,674.32,0,14.32,12,40.2,19,0,4.79934744296207,692,3.75678819876811,0
7000,36,252.58,10,13.04,9,28.8,14,0,4.77815848856469,682,3.64962688684052,1
12000,36,415.93,0,27.22,14,55.1,33,0,4.84510424417682,697,4.12126430522958,0
10000,36,367.78,10,8.75,7,27.7,23,1,4.95424733490676,672,3.70440792738684,1
10000,36,336.9,0,7.74,9,45,24,1,4.77815848856469,682,3.96326825152623,0
9600,36,349.67,2,16.64,13,77.2,25,0,4.95424733490676,662,3.64345267648618,1
12000,36,389.98,7,23.77,23,58.3,41,1,4.77815848856469,682,4.45178643552429,1
9100,36,334.68,5,1.39,7,13.2,10,3,4.65322216465659,707,3.00817418400642,1
8000,36,265.68,2,11.51,6,0,32,6,5.20412269698795,727,0,1
23475,36,940.46,3,27.53,21,26.6,24,1,4.67210709814554,722,3.73503970503372,0
17125,60,472.88,2,11.82,18,18.6,18,0,4.65514804299009,702,3.75289315488459,1
35000,36,1250.29,10,17.37,9,8.6,25,8,5.09691348735001,712,3.15411952551584,0
24000,60,704.3,10,20.38,12,68,23,0,4.68125028508304,677,4.28282595915352,1
19200,36,699.34,6,23.28,7,6.6,9,0,4.778245337329,722,2.77524625974023,1
10000,36,329.48,10,7.15,13,18.5,35,1,4.66276727276334,692,3.35391623092036,0
12000,60,324.58,3,19.34,23,44.9,44,0,4.77815848856469,682,3.82275633295139,1
8000,36,281.22,3,39.77,19,28.4,37,0,4.62325963061961,712,3.55083960506578,0
13875,36,491.17,6,18.6,6,59.7,7,0,4.84510424417682,707,3.70044410102775,0
20000,36,699.1,7,29.82,10,55.6,14,0,4.77815848856469,702,4.49742728010132,0
12000,60,291.76,6,16.2,7,69.9,32,4,4.8721621021653,697,3.59273176639396,0
9550,36,344.59,NaN,37.6,11,21.6,24,1,4.38022933693803,682,3.56264967221191,0
13625,36,506.29,0,7.18,4,70.6,4,0,4.57979502526858,722,3.85308952985186,0
20000,36,707.99,7,16.94,12,14.8,18,3,4.85733852825718,722,3.78318869107525,0
8125,36,298.82,2,3.74,12,29.6,29,4,5.54406928518988,667,3.32837960343873,1
15350,36,617.08,7,24.19,17,22.2,41,1,5.0000043429231,672,3.50105926221775,1
10000,60,241.01,10,17.24,9,32.2,20,3,5.13354210170025,667,3.90891374002097,0
24000,60,598.27,10,22.93,12,67.2,30,0,5.07918486515322,672,4.32180548385753,1
11325,60,325.74,10,22.17,16,1.6,20,0,4.72428406375899,817,2.90145832139611,0
8000,36,281.22,4,16.01,8,76.1,17,0,4.60207084855429,662,4.1390600786493,0
25000,36,858.21,10,20.38,14,85,20,1,5.24304053036195,712,4.62140479768764,1
20000,36,686.57,5,5.29,10,73.1,57,5,5.30103216713096,672,3.76185269446638,1
30000,36,1029.86,10,2.83,12,58.9,19,0,5.54406928518988,687,4.61257195406517,0
10500,60,258.09,2,14.26,12,45.8,19,0,5.11394669302077,702,4.14690286992819,1
11000,36,367.41,NaN,18.56,11,55.9,18,4,4.71975377261235,687,4.21861426974509,0
20000,60,461.85,10,6.81,12,81.1,41,5,5.06483596041567,672,4.1595972679874,1
5000,36,174.78,10,8.61,8,71.6,9,0,4.87506705394618,667,3.84192231167945,0
6925,36,268.03,3,13.16,6,61.9,16,0,5.0000043429231,667,3.71575271682285,0
12775,60,333.08,8,4.77,10,33.8,30,1,5.07555061091065,677,3.48756256025637,0
9775,36,332.48,10,26.64,15,51.8,38,5,4.92942403503108,732,4.53083977861652,1
7500,36,250.51,7,24.64,14,73.9,41,1,4.92942403503108,687,4.38472965161983,0
12800,36,427.54,10,21.55,11,44.3,28,4,4.80618675978215,732,4.25144353503336,0
30000,36,1103.33,10,19.21,11,61.6,42,3,5.24304053036195,692,3.864926191539,0
12000,36,384.34,8,7.25,9,11.5,21,0,5.03342777671353,792,3.6277753752293,0
10850,36,387.59,10,30.03,22,37.9,38,4,4.87157877279807,702,4.49985197326718,1
10000,36,334.01,NaN,11.27,9,26.1,38,0,4.97772817678564,677,3.60659630917928,0
27500,36,926.46,2,20.57,21,45.6,44,2,4.93450350115004,697,4.48609027818537,1
35000,60,886.11,3,13.47,13,43,34,1,5.17609415434257,662,4.06851980600091,1
12375,36,495.77,5,14.72,28,25.9,33,0,4.77815848856469,677,4.13132989404281,0
16700,36,608.28,2,4.46,5,11.9,6,0,4.88930730626992,722,3.20466251174821,0
30000,36,1061.99,10,5.39,6,5.8,34,13,5.61804914320355,732,4.59292030799561,0
16000,36,544.21,9,10.07,11,28.3,18,2,4.94448760728669,682,4.03961238189672,0
24125,36,952.84,10,22.31,23,49.9,30,0,4.92942403503108,667,4.03261876085072,1
31000,60,796.34,8,5.98,14,77,32,3,5.39794174584649,672,5.14456798112079,1
2725,36,107.63,2,26.78,13,23,37,4,4.81292003804502,687,2.56702636615906,0
25000,60,733.64,7,13.2,15,20.4,52,5,5.01703751518718,732,3.61992771029146,1
21000,36,750.18,10,12.94,18,28.9,25,0,5.16732028912235,687,4.23456789763568,0
11700,36,446.77,8,24.96,7,51.6,12,1,4.60207084855429,672,4.06133936683706,0
15000,36,501.02,5,36.99,25,48.5,52,3,4.90309541563903,722,4.73307683404366,1
10450,36,377.06,3,27.95,10,51,31,3,5.04139663327193,677,3.47377883464672,0
5000,36,170.07,7,13.89,9,78.4,17,0,5.19590241860731,672,4.28677073671405,0
9600,36,339.84,4,18.75,7,79.3,13,3,4.77815848856469,667,3.83403901815946,1
3000,36,102.04,8,9.85,4,85.3,9,1,4.97772817678564,677,4.29261045283832,0
8000,36,283.2,2,8.91,13,63.3,14,0,4.91381914862559,687,4.16699223083011,1
24000,60,554.22,NaN,0.84,5,7,12,1,4.95424733490676,762,3.32469391386177,0
15225,60,454.32,7,10.06,8,52.6,18,1,4.65322216465659,667,3.94146173934733,0
24000,36,797.03,1,5.86,10,66.1,23,0,5.13704062249847,687,4.13637172349232,0
10775,36,396.28,6,20.91,13,49.9,29,0,4.72428406375899,687,3.9258790893015,1
17000,36,567.82,9,9.94,7,49.5,9,1,4.69897869013879,712,4.23385876256482,1
28000,36,879.88,10,3.8,9,8.5,38,9,5.29003683850799,767,3.77136697085778,0
20000,36,699.1,8,6.05,5,49.5,10,1,4.84510424417682,752,3.85296769102881,1
16000,36,531.36,8,5.64,9,9.5,18,1,4.90309541563903,687,3.35793484700045,0
15000,36,510.2,10,9.17,17,32.7,27,3,4.77815848856469,727,4.09485529008368,0
14250,36,489.18,0,19.85,8,31.6,14,0,4.552972237463,767,3.63387226265833,0
10000,60,276.14,4,4.54,7,27.3,17,2,4.50516354981041,727,3.58263143948963,0
5600,36,194.1,10,25.94,9,80.5,19,0,4.61279444913889,667,4.45215458571466,0
8500,36,298.8,3,14.57,11,24,17,2,4.75577579475696,722,3.86563688769962,0
24000,36,797.03,3,22.22,21,47.6,41,1,5.1461311377706,672,4.66312588187351,0
28000,60,697.99,5,4.04,9,14.8,35,2,4.92942403503108,697,3.60927417240458,0
8400,36,297.36,1,4.62,13,23.6,22,0,4.87506705394618,692,3.33264041038746,0
8675,36,313.02,1,23.84,8,4.8,14,0,4.46241297331255,707,2.23044892137827,1
6600,36,207.4,10,27.78,10,82.1,22,3,4.87506705394618,727,4.33247885752336,0
6925,36,245.15,5,17.54,17,64.5,30,1,4.93952424448052,672,4.57997784280688,0
8800,36,314.36,5,33.92,10,17.2,17,0,4.72428406375899,677,3.66595602945395,0
9875,36,395.62,8,16.59,11,54.6,17,1,4.60207084855429,697,3.71491624799358,0
20000,36,632.93,2,4.54,6,60.9,18,2,5.30535351941398,717,5.06689218917793,0
35000,60,843.53,10,12.54,43,43,108,5,5.65321347887312,672,4.795275058276,1
14000,60,311.36,3,32.37,7,45.4,18,3,4.81292003804502,707,4.06829720503145,1
4800,36,160.33,6,27.21,16,17.6,25,1,4.60207084855429,757,3.70457944969629,0
11975,36,463.49,2,25.32,11,8.6,14,0,4.60207084855429,752,3.41094585868777,0
35000,36,1262.88,10,21.75,16,88.2,38,1,5.39794174584649,702,5.50275885978898,0
20000,60,468.59,0,13.24,10,26.8,14,1,5.01703751518718,757,3.98860354334566,0
6825,36,264.16,9,4.44,5,34.2,8,0,4.36174671797589,662,3.62808226099067,1
14075,36,494.77,1,15.95,7,21.2,25,0,4.54864733825248,782,3.4933186082321,1
26500,36,1039.54,8,5.89,6,23.6,9,0,5.23045147604418,692,3.32817566143832,0
20000,36,693.21,10,23.74,17,35.9,26,1,5.0000043429231,667,4.20927367278487,1
3000,36,101.94,5,14.06,9,56.1,23,3,4.62325963061961,662,3.99734269060162,1
20000,36,703.34,4,25.48,14,40.3,27,0,5.20412269698795,717,4.01510816064583,0
2000,36,72.37,8,24.92,31,48.2,49,1,4.71601169537145,662,4.10839587300746,0
7000,36,217.27,10,24.47,9,24.5,25,0,4.89121956490597,702,3.91603261018856,0
6000,36,211.01,0,11.52,5,0.8,5,0,4.69796997655433,747,1.82607480270082,0
5050,36,197.81,0,6.36,10,25.5,20,1,4.93927458107115,667,3.21298618473666,0
7100,36,242.94,0,9.68,7,32.3,39,3,5.09342518752296,667,3.57065967002153,0
15000,36,595.21,4,9.41,12,19.7,14,2,4.87506705394618,667,3.35945602012098,1
35000,60,709.18,2,7.72,7,50.1,16,2,5.69897087292411,762,4.42288517783083,0
5500,36,201.7,5,9.6,12,60,19,1,4.97313247372918,672,4.25227034598832,0
8000,36,247.79,10,23.92,8,70.5,24,4,4.74819578219556,752,4.40940894997486,0
28000,36,896.14,10,12.47,7,75.7,14,1,5.21748657629369,697,4.53925178934178,0
6000,36,217.1,2,8.17,11,7.3,18,0,4.74819578219556,697,3.33445375115093,0
21550,60,708.38,1,2.12,14,22.6,44,1,5.55630370713917,712,3.79105874359182,0
21000,60,681.62,10,18.14,19,5.7,31,1,4.71597828746113,697,3.45347123372293,0
10000,36,324.65,4,13.03,20,30.3,37,1,4.92942403503108,702,4.29420160069474,0
28000,60,922.13,10,15.53,8,21.2,13,0,4.92942403503108,717,3.61288976928748,0
10000,36,356.98,2,26.77,15,0.9,40,1,4.53867425330317,717,2.34044411484011,0
35000,60,955.75,10,14,12,66,24,2,5.02119343518816,687,4.90204098568713,0
1600,36,52.32,10,8.84,12,84.4,18,1,5.21748657629369,672,4.07540095551389,0
3000,36,96.02,0,11.92,13,23,15,0,4.63347855533382,732,3.61384182187606,0
7000,36,225.65,6,31.66,8,92.4,39,3,5.0000043429231,672,4.20139712432045,1
15000,36,527.51,10,23.64,9,56.4,35,3,4.77815848856469,672,4.27868502272568,1
29525,36,991.13,2,19.94,7,28.9,14,1,4.96848761836196,767,4.09981870961523,1
40000,60,848.51,10,3.53,12,0,31,4,5.19033450006113,817,0,0
1800,36,66.9,5,18.85,12,4.7,17,0,4.30105170984522,747,3.01283722470517,0
8000,36,257.88,9,18.52,15,51.7,32,1,5.20412269698795,712,4.56525734342021,0
34000,36,1347.17,3,20.95,11,41,22,1,4.92942403503108,687,4.24107308075298,0
12000,60,361.42,3,19.59,4,4.1,4,0,4.53149169022153,792,2.93094903116752,1
27250,60,898.28,1,4.73,4,2.2,15,0,5.25527491784372,687,2.10380372095595,0
25000,36,892.44,2,33.77,12,60.8,19,0,4.74037058568576,747,4.48685535527694,1
8000,36,268.09,1,6.09,18,28.3,39,1,5.09691348735001,697,4.11293997608408,0
30000,36,903.45,7,16.65,20,10.7,51,8,5.51188469726753,812,4.97552830767239,0
35000,36,1096.29,1,3.08,13,2.7,52,1,5.65321347887312,732,4.00233888089205,0
20975,60,687.02,10,13.17,9,55.5,15,0,4.86923758853567,667,3.79782131136402,0
28000,36,958.07,2,0.4,7,7.7,25,5,5.22131249929114,712,3.27760921430409,0
12000,60,270.71,1,17.51,14,57.6,24,0,4.80618675978215,707,3.92205040216717,0
2000,36,72.37,2,13.8,12,2.1,14,0,4.92942403503108,717,2.97034687623009,1
3000,36,104.07,5,22.17,14,70,21,0,4.84510424417682,672,4.28611950259036,1
35000,60,1146.39,1,8.8,10,34.7,18,1,5.21748657629369,672,4.29616041353725,1
20000,36,771.49,0,14.81,4,76.7,5,0,4.69897869013879,697,4.03072112936046,0
13800,36,498.84,10,18.61,4,82.9,9,2,4.74037058568576,737,3.76365257056453,0
3600,36,119.56,10,20.74,9,18.8,32,2,4.80618675978215,677,3.68178376646788,0
40000,60,920.19,10,5.37,12,15,25,3,5.77815197420717,737,4.15503222879097,0
4000,36,148.64,4,1.04,9,5.7,12,0,5.0000043429231,757,3.21031851982623,0
10850,36,397.67,5,13.87,6,0.6,13,2,4.74819578219556,717,1.46239799789895,1
6000,36,257.48,7,14.28,13,44,26,5,5.19312738228452,677,4.59448094737998,0
7500,36,254.85,10,8.53,5,75.7,27,2,5.0000043429231,707,3.95448371715555,0
18000,60,414.09,2,9.03,11,24.3,21,0,4.90309541563903,712,3.77930782758358,0
2000,36,67.14,10,2.8,2,12.6,3,0,4.47713573096112,797,3.28239550474252,0
25000,36,878.81,10,23.44,19,47.5,26,3,5.09691348735001,677,4.27146985861574,0
30000,60,729.39,2,30.88,17,76,29,5,5.0000043429231,697,4.80132137150504,1
19425,60,637.93,10,27.34,14,62.7,42,3,4.80141057085545,687,4.31968889324949,1
17725,36,658.64,6,15.41,9,16.7,22,0,4.90309541563903,677,3.80949237693734,0
32000,36,1074.21,6,28.42,22,56.4,36,1,5.03743048227539,697,4.44257382988463,1
20000,36,712.96,10,21.55,9,70.8,12,0,4.82608128465964,687,4.31077825161253,0
1500,36,50.9,4,8.97,5,96.1,23,3,4.60207084855429,662,4.21050579068097,0
26400,60,862.1,2,17.32,13,57,19,0,4.77815848856469,697,4.05686675365831,1
7500,36,259.96,1,15.42,4,75.3,16,1,4.77815848856469,732,4.26925602741777,1
10000,36,314.48,6,25.48,14,80.1,29,0,4.88081930664427,697,4.61269910806459,0
15000,36,549.77,2,30.72,24,24.3,29,0,4.77815848856469,697,3.9501700598082,0
23575,60,542.34,1,13.77,12,27.7,20,2,5.06632965319566,762,4.32949957576284,0
25500,60,824.86,5,11.16,5,22.6,21,0,4.76343548133428,667,3.58012632541158,0
16000,60,351.4,4,1.54,7,42,23,2,5.13033698547925,682,3.65292288756794,0
24000,60,768.99,2,23.96,21,30.5,32,0,4.90309541563903,702,4.03758584282661,0
35000,36,1080.54,1,15.02,8,42.7,21,1,5.17609415434257,747,4.47350156795307,0
20000,36,683.46,0,8.75,14,51.4,24,2,5.17609415434257,682,3.80584054881467,0
28750,36,1068.31,4,28.17,21,35.5,37,0,4.95424733490676,707,3.95458016274375,0
4000,36,138.65,9,9.24,9,56.9,14,0,5.0000043429231,692,3.94250410616808,0
3000,36,106.95,NaN,28.88,14,58.4,21,0,4.78533695453408,667,4.36735592102601,1
11200,60,257.66,4,3.65,17,50,25,1,5.3873916062305,682,4.22899031084072,0
10000,60,226.21,10,15.14,7,67.9,13,1,4.94138718875373,677,3.46553155697355,0
5000,36,175.77,10,14.11,11,52.7,14,0,4.82608128465964,662,4.13357084061403,0
27700,60,896.02,0,20.83,7,7.9,17,2,4.62325963061961,682,2.73158876518673,0
14000,36,554.72,5,20.72,14,20.2,18,0,4.69897869013879,732,3.89888965592658,1
8750,36,296.9,NaN,20.6,8,15.5,16,4,4.59107574263968,722,3.45347123372293,1
27650,36,1066.59,5,23.14,21,41.9,36,1,4.62325963061961,707,3.60053729436446,0
8000,36,277.29,10,8.05,16,18.5,35,4,4.97772817678564,662,3.58240429801902,0
25000,36,916.28,4,7.12,8,100,33,2,5.39794174584649,667,4.48162891950757,0
6000,36,197.55,1,2.16,3,6,18,0,4.69897869013879,782,2.80482067872116,0
30850,60,697.84,3,12.43,21,1.7,44,2,4.88718391480173,767,3.03181227133037,0
10000,36,346.61,10,22.46,11,52.6,31,1,4.74819578219556,702,4.40349800445199,1
4800,36,155.99,7,9,10,8.8,15,0,4.65322216465659,687,3.60151678365001,0
21600,60,496.91,10,18.87,12,40.6,31,4,5.04139663327193,722,5.08369965595585,0
16000,60,397.56,10,21.84,8,28.7,10,1,5.05308228678041,712,3.54145442874758,0
14000,36,492.13,9,13.08,4,68,7,0,4.85126446549968,682,4.38298906196446,0
24000,36,855.55,0,16.03,9,61.4,17,1,4.95424733490676,682,3.7706311277778,0
8875,36,316.38,3,7.76,11,40.6,21,0,4.65322216465659,667,3.80222623769107,1
11000,60,285.29,10,9.61,10,40.9,17,0,4.82321983809065,667,3.64522571153541,0
25000,60,752.07,10,1.4,11,3.4,26,3,4.79239869419147,732,2.92737036303902,0
14825,36,537.83,0,8.07,7,22,19,3,5.24304053036195,727,4.01072386539177,1
12000,36,435.34,7,18.31,11,63,31,3,5.02119343518816,702,4.71970408974753,0
35000,36,1406.45,0,9.01,7,86,24,0,5.25527491784372,672,4.49784153832665,0
30000,36,1088.34,10,12.53,6,94,20,4,5.17609415434257,767,5.03649315712636,1
2800,36,109.42,10,9.07,4,82,10,0,4.69897869013879,662,4.12083706025473,0
20000,36,767.96,10,19.81,8,78.1,11,0,4.77815848856469,667,4.36093405154838,0
35000,60,1044.4,3,6.27,7,69.9,19,4,5.65321347887312,667,4.51662790776235,0
24575,36,845.54,5,14.52,9,55.9,24,0,4.84510424417682,712,4.26738295542423,0
10000,60,260.62,5,7.09,4,77.9,21,3,4.93450350115004,702,3.9125939977521,0
6325,36,239.86,4,7.8,4,75.6,6,0,4.62325963061961,667,3.37032800777951,0
10575,36,361.33,10,10.02,8,62,11,1,4.87506705394618,712,4.41013585941926,0
4000,36,147.07,8,18.59,11,90.9,26,1,4.83885538481457,687,4.38367177382111,1
18000,36,597.78,3,13.94,9,34.5,27,6,4.79239869419147,692,4.34488327936986,0
31300,36,1115.78,9,10.94,25,10.1,51,4,5.39794174584649,692,3.69355108559591,1
25600,36,912.59,2,8.37,3,51.7,9,0,4.95424733490676,697,4.02493696803744,0
12000,60,321.28,3,26.19,9,65.9,37,5,4.60207084855429,662,4.03889821211453,0
7925,36,296.55,10,16.78,13,17.6,19,1,4.77815848856469,732,3.58331215198307,0
10850,36,411.46,0,3.91,5,6.3,16,0,4.52819656239541,687,2.70329137811866,1
12000,36,423.31,4,22.37,9,58.3,27,3,4.69897869013879,687,4.05568406491941,0
1800,36,61.51,5,13.92,7,52.4,15,1,4.77815848856469,732,3.45209324901773,0
4725,36,181.43,10,13.66,7,69.9,21,1,4.83251529934283,687,3.18695633546541,0
11625,36,435,1,13.07,13,82.5,25,0,4.87506705394618,682,3.99122607569249,1
9750,36,385.09,3,32.86,12,21.7,36,3,4.69897869013879,737,3.76042248342321,0
12175,36,473.84,8,20.59,14,47.5,34,0,4.56821346159708,682,4.37485828006509,1
3000,36,117.23,4,25.52,10,92.8,21,0,4.57979502526858,682,4.25995205992225,0
35000,36,1195.88,9,16.13,21,32.1,53,7,5.41497501833099,772,4.99884759200707,0
10000,36,321.13,5,17.11,21,15,38,3,4.96379254791209,732,3.64394591274806,0
10000,36,327.34,10,3.99,11,26.4,19,1,4.57478339317577,727,3.83276430494053,0
23325,60,695.61,4,11.02,10,11.5,13,1,4.81292003804502,747,5.10203902508899,1
5000,36,193.29,10,9.81,7,68.8,14,0,4.95424733490676,682,4.46058215073967,0
4000,36,145.12,10,12.3,5,95.1,18,6,5.0000043429231,692,3.85339397745066,0
11500,36,460.72,1,12.14,9,15.5,16,2,4.84510424417682,667,3.37767043933432,1
5200,60,149.84,10,14.76,7,104.5,18,3,5.03743048227539,702,4.61195685103567,0
35000,36,1195.88,10,8.09,10,90.9,36,4,5.60206107706281,722,4.33171065966388,0
30000,36,1039.67,10,13.92,10,62.9,27,6,4.95424733490676,682,4.45360879202485,0
20000,36,773.16,8,21.86,11,61,14,0,4.71601169537145,662,3.99122607569249,1
